"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","State"
"776",17,"AR","NOW DIAGNOSTICS, INC",4,"Arkansas"
"777",17,"AR","UNIVERSITY OF ARKANSAS",4,"Arkansas"
"778",17,"AZ","ASML US, LP",100,"Arizona"
"779",17,"AZ","MICROCHIP TECHNOLOGY INC",81,"Arizona"
"780",17,"AZ","SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",56,"Arizona"
"781",17,"AZ","ASM AMERICA INC",47,"Arizona"
"782",17,"AZ","ASML US, LLC",27,"Arizona"
"783",17,"CA","APPLE INC",1354,"California"
"784",17,"CA","QUALCOMM TECHNOLOGIES, INC",672,"California"
"785",17,"CA","INTEL CORPORATION",635,"California"
"786",17,"CA","ADVANCED MICRO DEVICES, INC",393,"California"
"787",17,"CA","GOOGLE LLC",388,"California"
"788",17,"CO","ARCADIS U.S., INC",80,"Colorado"
"789",17,"CO","STANTEC CONSULTING SERVICES INC",68,"Colorado"
"790",17,"CO","THE ALLIANCE FOR SUSTAINABLE ENERGY, LLC",64,"Colorado"
"791",17,"CO","HP INC",30,"Colorado"
"792",17,"CO","DISH NETWORK LLC",18,"Colorado"
"793",17,"CT","CYIENT, INC",129,"Connecticut"
"794",17,"CT","QUEST GLOBAL SERVICES- N.A., INC",120,"Connecticut"
"795",17,"CT","PRAXAIR, INC",33,"Connecticut"
"796",17,"CT","UNIVERSITY OF CONNECTICUT",21,"Connecticut"
"797",17,"CT","GE PRECISION HEALTHCARE LLC",16,"Connecticut"
"798",17,"DC","STUDIOS ARCHITECUTRE",7,"District of Columbia"
"799",17,"DC","INNOVO CONSTRUCTION, LLC",6,"District of Columbia"
"800",17,"DC","GOROVE/SLADE ASSOCIATES, INC",4,"District of Columbia"
"801",17,"DC","PERKINS EASTMAN DC PLLC",4,"District of Columbia"
"802",17,"DC","CONSERVATION LABS, INC",3,"District of Columbia"
"803",17,"DE","SIEMENS MOBILITY, INC",10,"Delaware"
"804",17,"DE","ASTRAZENECA PHARMACEUTICALS LP",9,"Delaware"
"805",17,"DE","DUPONT SPECIALTY PRODUCTS USA, LLC",5,"Delaware"
"806",17,"DE","E. I. DU PONT DE NEMOURS AND COMPANY",4,"Delaware"
"807",17,"DE","MEDIMMUNE LLC",3,"Delaware"
"808",17,"FL","SIEMENS ENERGY, INC",47,"Florida"
"809",17,"FL","MASTEC SERVICES COMPANY, INC",43,"Florida"
"810",17,"FL","SIEMENS INDUSTRY SOFTWARE INC",43,"Florida"
"811",17,"FL","JABIL INC",30,"Florida"
"812",17,"FL","MAGIC LEAP, INC",28,"Florida"
"813",17,"GA","FUSION LIFE SCIENCES TECHNOLOGIES LLC",131,"Georgia"
"814",17,"GA","GULFSTREAM AEROSPACE CORPORATION",40,"Georgia"
"815",17,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",28,"Georgia"
"816",17,"GA","ABB ENTERPRISE SOFTWARE INC. (AN ABB COMPANY)",20,"Georgia"
"817",17,"GA","ABB ENTERPRISE SOFTWARE INC",17,"Georgia"
"818",17,"HI","NAN, INC",27,"Hawaii"
"819",17,"HI","SU-MO BUILDERS, INC",7,"Hawaii"
"820",17,"HI","MAUNA LOA HELICOPTER TOURS LLC",2,"Hawaii"
"821",17,"HI","YOGI KWONG ENGINEERS, LLC",2,"Hawaii"
"822",17,"HI","BALDRIDGE AND ASSOCIATES STRUCTURAL ENGINEERING, INC",1,"Hawaii"
"823",17,"IA","ROCKWELL COLLINS INC",29,"Iowa"
"824",17,"IA","DANFOSS POWER SOLUTIONS (US) COMPANY",8,"Iowa"
"825",17,"IA","FUTURE FOAM, INC",6,"Iowa"
"826",17,"IA","HAGIE MANUFACTURING",6,"Iowa"
"827",17,"IA","THE UNIVERSITY OF IOWA",6,"Iowa"
"828",17,"ID","MICRON TECHNOLOGY, INC",404,"Idaho"
"829",17,"ID","BATTELLE ENERGY ALLIANCE, LLC",15,"Idaho"
"830",17,"ID","POWER ENGINEERS, INC",7,"Idaho"
"831",17,"ID","MICRON SEMICONDUCTOR PRODUCTS, INC",6,"Idaho"
"832",17,"ID","TAMARACK GROVE ENGINEERING, PLLC",5,"Idaho"
"833",17,"IL","CATERPILLAR INC",78,"Illinois"
"834",17,"IL","AXISCADES, INC",58,"Illinois"
"835",17,"IL","CARESOFT GLOBAL INC",56,"Illinois"
"836",17,"IL","NORTH AMERICAN LIGHTING, INC",42,"Illinois"
"837",17,"IL","PERKINS WILL, INC",41,"Illinois"
"838",17,"IN","ZIMMER, INC",118,"Indiana"
"839",17,"IN","LHP SOFTWARE LLC",90,"Indiana"
"840",17,"IN","BIOMET MANUFACTURING, CORP",26,"Indiana"
"841",17,"IN","PURDUE UNIVERSITY",25,"Indiana"
"842",17,"IN","FAURECIA EMISSIONS CONTROL TECHNOLOGIES, USA, LLC",13,"Indiana"
"843",17,"KS","BLACK VEATCH CORPORATION",85,"Kansas"
"844",17,"KS","SPRINT CORPORATION",27,"Kansas"
"845",17,"KS","TERRACON CONSULTANTS, INC",19,"Kansas"
"846",17,"KS","WICHITA STATE UNIVERSITY",9,"Kansas"
"847",17,"KS","PERFORMANCE CONTRACTING GROUP, INC",7,"Kansas"
"848",17,"KY","HAIER US APPLIANCE SOLUTIONS INC",9,"Kentucky"
"849",17,"KY","HITACHI AUTOMOTIVE SYSTEMS AMERICAS, INC",7,"Kentucky"
"850",17,"KY","GO SYSTEMS, LLC",6,"Kentucky"
"851",17,"KY","GRANITE AMERICA USA INC",5,"Kentucky"
"852",17,"KY","WORK4CE INC",5,"Kentucky"
"853",17,"LA","ENTERGY SERVICES, LLC",9,"Louisiana"
"854",17,"LA","TECHNOLOGY ASSOCIATES, INC",7,"Louisiana"
"855",17,"LA","LOUISIANA STATE UNIVERSITY AND A&M COLLEGE",5,"Louisiana"
"856",17,"LA","APTIM ENVIRONMENTAL INFRASTRUCTURE, INC",4,"Louisiana"
"857",17,"LA","AMPIRICAL SERVICES, INC",3,"Louisiana"
"858",17,"MA","ANALOG DEVICES INC",127,"Massachusetts"
"859",17,"MA","BOSTON SCIENTIFIC CORPORATION",47,"Massachusetts"
"860",17,"MA","SCHNEIDER ELECTRIC USA, INC",43,"Massachusetts"
"861",17,"MA","MASSACHUSETTS INSTITUTE OF TECHNOLOGY",34,"Massachusetts"
"862",17,"MA","DASSAULT SYSTEMES AMERICAS CORP",27,"Massachusetts"
"863",17,"MD","TATA CONSULTANCY SERVICES LIMITED",52,"Maryland"
"864",17,"MD","EASI, LLC",43,"Maryland"
"865",17,"MD","TELNET, INC",28,"Maryland"
"866",17,"MD","AEROTEK, INC",25,"Maryland"
"867",17,"MD","HUGHES NETWORK SYSTEMS LLC",22,"Maryland"
"868",17,"ME","TRC ENGINEERS, LLC",19,"Maine"
"869",17,"ME","UNIVERSITY OF MAINE",6,"Maine"
"870",17,"ME","MAINEHEALTH",3,"Maine"
"871",17,"ME","RLC ENGINEERING, PLLC",3,"Maine"
"872",17,"ME","AMERICAN INDUSTRIAL CONSTRUCTION, LLC",1,"Maine"
"873",17,"MI","GENERAL MOTORS COMPANY",249,"Michigan"
"874",17,"MI","RIVIAN AUTOMOTIVE, LLC",222,"Michigan"
"875",17,"MI","ALTAIR PRODUCTDESIGN, INC",215,"Michigan"
"876",17,"MI","FCA US LLC",212,"Michigan"
"877",17,"MI","FORD MOTOR COMPANY",193,"Michigan"
"878",17,"MN","MEDTRONIC, INC",108,"Minnesota"
"879",17,"MN","COVIDIEN LP",63,"Minnesota"
"880",17,"MN","MAYO CLINIC",21,"Minnesota"
"881",17,"MN","STARKEY LABORATORIES, INC",18,"Minnesota"
"882",17,"MN","UNIVERSITY OF MINNESOTA",18,"Minnesota"
"883",17,"MO","BURNS MCDONNELL ENGINEERING COMPANY, INC",44,"Missouri"
"884",17,"MO","AMDOCS, INC",33,"Missouri"
"885",17,"MO","HNTB CORPORATION",32,"Missouri"
"886",17,"MO","HELLMUTH OBATA KASSABAUM, INC",27,"Missouri"
"887",17,"MO","CLAYCO, INC",19,"Missouri"
"888",17,"MS","JINDAL TUBULAR USA LLC",13,"Mississippi"
"889",17,"MS","MISSISSIPPI STATE UNIVERSITY",7,"Mississippi"
"890",17,"MS","W.G. YATES AND SONS CONSTRUCTION CO",5,"Mississippi"
"891",17,"MS","RC CONSTRUCTION CO. INC",2,"Mississippi"
"892",17,"MS","SCHULZ XTRUDED PRODUCTS",2,"Mississippi"
"893",17,"MT","WHITTEN BORGES PC",3,"Montana"
"894",17,"MT","WESTMORELAND ROSEBUD MINING LLC",2,"Montana"
"895",17,"MT","BAYLISS ARCHITECTS PC",1,"Montana"
"896",17,"MT","MONTANA STATE UNIVERSITY",1,"Montana"
"897",17,"MT","THE COMFORT COMPANIES, LLC",1,"Montana"
"898",17,"NC","QORVO US, INC",50,"North Carolina"
"899",17,"NC","TECHNOSOFT ENGINEERING INC",32,"North Carolina"
"900",17,"NC","INTERNATIONAL BUSINESS MACHINES CORPORATION",31,"North Carolina"
"901",17,"NC","TECHNOSOFT ENGINEERING, INC",27,"North Carolina"
"902",17,"NC","HONEYWELL INTERNATIONAL INC",24,"North Carolina"
"903",17,"ND","INFONERO INC",12,"North Dakota"
"904",17,"ND","CLARK EQUIPMENT COMPANY",3,"North Dakota"
"905",17,"ND","JHW SERVICES, LLC",3,"North Dakota"
"906",17,"ND","UNIVERSITY OF NORTH DAKOTA",2,"North Dakota"
"907",17,"ND","BILFINGER INDUSTRIAL SERVICES, INC",1,"North Dakota"
"908",17,"NE","HDR ENGINEERING, INC",53,"Nebraska"
"909",17,"NE","HDR ARCHITECTURE, INC",16,"Nebraska"
"910",17,"NE","KIEWIT ENGINEERING GROUP INC",16,"Nebraska"
"911",17,"NE","DLR GROUP, INC",7,"Nebraska"
"912",17,"NE","HDR ENGINEERING, INC. OF THE CAROLINAS",6,"Nebraska"
"913",17,"NH","DEKA RESEARCH DEVELOPMENT CORPORATION",11,"New Hampshire"
"914",17,"NH","ALLEGRO MICROSYSTEMS, LLC",9,"New Hampshire"
"915",17,"NH","VELCRO USA, INC",8,"New Hampshire"
"916",17,"NH","MICRODESK, INC",5,"New Hampshire"
"917",17,"NH","HYPERTHERM, INC",4,"New Hampshire"
"918",17,"NJ","L&T TECHNOLOGY SERVICES LIMITED",411,"New Jersey"
"919",17,"NJ","I3 INFOTEK INC",87,"New Jersey"
"920",17,"NJ","TECH MAHINDRA (AMERICAS), INC",81,"New Jersey"
"921",17,"NJ","INTELLECTT, INC",75,"New Jersey"
"922",17,"NJ","LS SOLUTIONS, INC",70,"New Jersey"
"923",17,"NM","TRIAD NATIONAL SECURITY, LLC",17,"New Mexico"
"924",17,"NM","APPLIED RESEARCH ASSOCIATES, INC",3,"New Mexico"
"925",17,"NM","ARRAY TECHNOLOGIES, INC",3,"New Mexico"
"926",17,"NM","PUBLIC SERVICE COMPANY OF NEW MEXICO",3,"New Mexico"
"927",17,"NM","HEATLY ENGINEERING, INC",2,"New Mexico"
"928",17,"NV","NEVADA GOLD MINES, LLC",17,"Nevada"
"929",17,"NV","STEELMAN PARTNERS LLP",8,"Nevada"
"930",17,"NV","AERION CORPORATION",7,"Nevada"
"931",17,"NV","ARISTOCRAT TECHNOLOGIES, INC",7,"Nevada"
"932",17,"NV","ALLEGIANT TRAVEL COMPANY",4,"Nevada"
"933",17,"NY","WSP USA INC",114,"New York"
"934",17,"NY","SKIDMORE, OWINGS MERRILL LLP",78,"New York"
"935",17,"NY","KOHN PEDERSEN FOX ASSOCIATES PC",72,"New York"
"936",17,"NY","THORNTON TOMASETTI, INC",44,"New York"
"937",17,"NY","PERKINS EASTMAN ARCHITECTS DPC",41,"New York"
"938",17,"OH","GOKEN AMERICA, LLC",95,"Ohio"
"939",17,"OH","ADVANTAGE TECHNICAL SERVICES, INC",40,"Ohio"
"940",17,"OH","RACAR ENGINEERING LLC",33,"Ohio"
"941",17,"OH","BENDIX COMMERCIAL VEHICLE SYSTEMS LLC",32,"Ohio"
"942",17,"OH","PARKER HANNIFIN CORPORATION",21,"Ohio"
"943",17,"OK","UNIVERSITY OF OKLAHOMA",13,"Oklahoma"
"944",17,"OK","LEIDOS ENGINEERING, LLC",10,"Oklahoma"
"945",17,"OK","B AND GROUP",4,"Oklahoma"
"946",17,"OK","BORN INC",4,"Oklahoma"
"947",17,"OK","BORN, INC",4,"Oklahoma"
"948",17,"OR","MENTOR GRAPHICS CORPORATION",55,"Oregon"
"949",17,"OR","ZIMMER GUNSUL FRASCA ARCHITECTS LLP",13,"Oregon"
"950",17,"OR","NIKE, INC",9,"Oregon"
"951",17,"OR","QORVO US, INC",9,"Oregon"
"952",17,"OR","DAIMLER TRUCKS NORTH AMERICA LLC",8,"Oregon"
"953",17,"PA","DELOITTE CONSULTING LLP",130,"Pennsylvania"
"954",17,"PA","ANSYS, INC",66,"Pennsylvania"
"955",17,"PA","STV INCORPORATED",40,"Pennsylvania"
"956",17,"PA","TE CONNECTIVITY CORPORATION",38,"Pennsylvania"
"957",17,"PA","MICHAEL BAKER INTERNATIONAL, INC",30,"Pennsylvania"
"958",17,"RI","DASSAULT SYSTEMES SIMULIA CORP",37,"Rhode Island"
"959",17,"RI","XIMEDICA, LLC",3,"Rhode Island"
"960",17,"RI","IGUS BEARINGS INC",2,"Rhode Island"
"961",17,"RI","REED SEMICONDUCTOR",2,"Rhode Island"
"962",17,"RI","RENOVA LIGHTING SYSTEMS, INC",2,"Rhode Island"
"963",17,"SC","SCHAEFFLER GROUP USA INC",17,"South Carolina"
"964",17,"SC","SCHAEFFLER TRANSMISSION LLC",16,"South Carolina"
"965",17,"SC","CLEMSON UNIVERSITY",9,"South Carolina"
"966",17,"SC","ZF TRANSMISSIONS GRAY COURT, LLC",9,"South Carolina"
"967",17,"SC","SCHAEFFLER GROUP USA, INC",7,"South Carolina"
"968",17,"SD","RAVEN INDUSTRIES, INC",5,"South Dakota"
"969",17,"SD","RE/SPEC, INC",4,"South Dakota"
"970",17,"SD","ADVANCED REMOTE SENSING, INC",2,"South Dakota"
"971",17,"SD","SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY",2,"South Dakota"
"972",17,"SD","B&G WELDING, INC",1,"South Dakota"
"973",17,"TN","CUMMINS INC",494,"Tennessee"
"974",17,"TN","UT-BATTELLE, LLC (OAK RIDGE NATIONAL LABORATORY)",52,"Tennessee"
"975",17,"TN","CUMMINS EMISSION SOLUTIONS INC",51,"Tennessee"
"976",17,"TN","SMITH NEPHEW, INC",30,"Tennessee"
"977",17,"TN","CUMMINS FILTRATION INC",21,"Tennessee"
"978",17,"TX","TEXAS INSTRUMENTS INCORPORATED",153,"Texas"
"979",17,"TX","NXP USA, INC",144,"Texas"
"980",17,"TX","SAMSUNG AUSTIN SEMICONDUCTOR, L.L.C",144,"Texas"
"981",17,"TX","JACOBS ENGINEERING GROUP INC",80,"Texas"
"982",17,"TX","SCHLUMBERGER TECHNOLOGY CORPORATION",76,"Texas"
"983",17,"UT","MICRON TECHNOLOGY UTAH, LLC",28,"Utah"
"984",17,"UT","ARCHITECTURAL NEXUS, INC",4,"Utah"
"985",17,"UT","KENNECOTT UTAH COPPER LLC",4,"Utah"
"986",17,"UT","UNIVERSITY OF UTAH",4,"Utah"
"987",17,"UT","VAREX IMAGING CORPORATION",4,"Utah"
"988",17,"VA","AECOM TECHNICAL SERVICES, INC",190,"Virginia"
"989",17,"VA","REVEREIT LLC",89,"Virginia"
"990",17,"VA","VALIDATION ASSOCIATES LLC",64,"Virginia"
"991",17,"VA","GLOBAL TECHNOLOGY ASSOCIATES LLC",52,"Virginia"
"992",17,"VA","LANCESOFT, INC",17,"Virginia"
"993",17,"VT","TWINCRAFT HOLDING COMPANY, INC",6,"Vermont"
"994",17,"VT","DAILEY PRECAST, LLC",4,"Vermont"
"995",17,"VT","GREEN MOUNTAIN SEMICONDUCTOR, INC",3,"Vermont"
"996",17,"VT","CN HOLDINGS, INC",2,"Vermont"
"997",17,"VT","LANCE SMITH, INC",2,"Vermont"
"998",17,"WA","MICROSOFT CORPORATION",407,"Washington"
"999",17,"WA","AMAZON.COM SERVICES LLC",195,"Washington"
"1000",17,"WA","T-MOBILE USA, INC",67,"Washington"
"1001",17,"WA","BATTELLE MEMORIAL INSTITUTE",58,"Washington"
"1002",17,"WA","SEL ENGINEERING SERVICES, INC",45,"Washington"
"1003",17,"WI","JOHNSON CONTROLS, INC",29,"Wisconsin"
"1004",17,"WI","AFE, INC",28,"Wisconsin"
"1005",17,"WI","ROCKWELL AUTOMATION, INC",27,"Wisconsin"
"1006",17,"WI","UNIVERSITY OF WISCONSIN SYSTEM",18,"Wisconsin"
"1007",17,"WI","KOHLER CO",17,"Wisconsin"
"1008",17,"WV","SANESO INC",6,"West Virginia"
"1009",17,"WV","KEYLOGIC SYSTEMS",5,"West Virginia"
"1010",17,"WV","PLANCK HOLDINGS, LLC",4,"West Virginia"
"1011",17,"WV","DIAMOND ELECTRIC MFG. CORPORATION",2,"West Virginia"
"1012",17,"WV","ZDS LLC DBA: ZDS DESIGN/CONSULTING SERVICES",2,"West Virginia"
"1013",17,"WY","UNIVERSITY OF WYOMING",7,"Wyoming"
"1014",17,"WY","DESIGN ASSOCIATES ARCHITECTS, LLC",3,"Wyoming"
"1015",17,"WY","EBIZONCLOUD LLC",3,"Wyoming"
"1016",17,"WY","EMIT TECHNOLOGIES INC",2,"Wyoming"
"1017",17,"WY","VOESTALPINE RAILWAY SYSTEMS NORTRAK INC. (FDBA VOESTALPINE NORTRAK INC.)",2,"Wyoming"
"1018",19,"AK","UNIVERSITY OF ALASKA",17,"Alaska"
"1019",19,"AK","NORTHERN STAR (POGO) LLC",4,"Alaska"
"1020",19,"AK","NATIVE VILLAGE OF EYAK",2,"Alaska"
"1021",19,"AK","OIL SEARCH (ALASKA), LLC",2,"Alaska"
"1022",19,"AK","FOUNDATION HEALTH LLC",1,"Alaska"
"1023",19,"AL","THE UNIVERSITY OF ALABAMA AT BIRMINGHAM",81,"Alabama"
"1024",19,"AL","THE UNIVERSITY OF ALABAMA",18,"Alabama"
"1025",19,"AL","AUBURN UNIVERSITY",16,"Alabama"
"1026",19,"AL","THE UNIVERSITY OF ALABAMA IN HUNTSVILLE",6,"Alabama"
"1027",19,"AL","ALABAMA STATE UNIVERSITY",4,"Alabama"
"1028",19,"AR","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES",23,"Arkansas"
"1029",19,"AR","UNIVERSITY OF ARKANSAS",18,"Arkansas"
"1030",19,"AR","UNIVERSITY OF ARKANSAS SYSTEM, DIVISION OF AGRICULTURE",3,"Arkansas"
"1031",19,"AR","SCHULZE BURCH BISCUIT CO",2,"Arkansas"
"1032",19,"AR","WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT",2,"Arkansas"
"1033",19,"AZ","THE UNIVERSITY OF ARIZONA",63,"Arizona"
"1034",19,"AZ","ARIZONA STATE UNIVERSITY",46,"Arizona"
"1035",19,"AZ","ASML US, LP",17,"Arizona"
"1036",19,"AZ","ADELANTE HEALTHCARE, INC",5,"Arizona"
"1037",19,"AZ","CRITICAL PATH INSTITUTE",5,"Arizona"
"1038",19,"CA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",234,"California"
"1039",19,"CA","THE LELAND STANFORD, JR UNIVERSITY",232,"California"
"1040",19,"CA","UNIVERSITY OF CALIFORNIA, SAN DIEGO",135,"California"
"1041",19,"CA","UNIVERSITY OF CALIFORNIA, LOS ANGELES",99,"California"
"1042",19,"CA","AMGEN INCORPORATED",94,"California"
"1043",19,"CO","UNIVERSITY OF COLORADO",65,"Colorado"
"1044",19,"CO","UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH",30,"Colorado"
"1045",19,"CO","COLORADO STATE UNIVERSITY",26,"Colorado"
"1046",19,"CO","THE ALLIANCE FOR SUSTAINABLE ENERGY, LLC",20,"Colorado"
"1047",19,"CO","UNIVERSITY OF COLORADO DENVER",17,"Colorado"
"1048",19,"CT","YALE UNIVERSITY",127,"Connecticut"
"1049",19,"CT","UNIVERSITY OF CONNECTICUT",31,"Connecticut"
"1050",19,"CT","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC",25,"Connecticut"
"1051",19,"CT","UNIVERSITY OF CONNECTICUT HEALTH CENTER",21,"Connecticut"
"1052",19,"CT","MOUNT SINAI GENOMICS INC",9,"Connecticut"
"1053",19,"DC","GEORGETOWN UNIVERSITY",35,"District of Columbia"
"1054",19,"DC","CHILDREN'S NATIONAL MEDICAL CENTER",23,"District of Columbia"
"1055",19,"DC","BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM",22,"District of Columbia"
"1056",19,"DC","THE GEORGE WASHINGTON UNIVERSITY",19,"District of Columbia"
"1057",19,"DC","AMERICAN INSTITUTES FOR RESEARCH",17,"District of Columbia"
"1058",19,"DE","ASTRAZENECA PHARMACEUTICALS LP",58,"Delaware"
"1059",19,"DE","MEDIMMUNE LLC",24,"Delaware"
"1060",19,"DE","E. I. DU PONT DE NEMOURS AND COMPANY",15,"Delaware"
"1061",19,"DE","INCYTE CORPORATION",12,"Delaware"
"1062",19,"DE","DUPONT SPECIALTY PRODUCTS USA, LLC",7,"Delaware"
"1063",19,"FL","UNIVERSITY OF FLORIDA",47,"Florida"
"1064",19,"FL","UNIVERSITY OF MIAMI",46,"Florida"
"1065",19,"FL","BELCHER PHARMACEUTICALS, LLC",31,"Florida"
"1066",19,"FL","THE FLORIDA STATE UNIVERSITY",26,"Florida"
"1067",19,"FL","UNIVERSITY OF SOUTH FLORIDA",24,"Florida"
"1068",19,"GA","EMORY UNIVERSITY",123,"Georgia"
"1069",19,"GA","THE UNIVERSITY OF GEORGIA",40,"Georgia"
"1070",19,"GA","BOR USGA OBO AUGUSTA UNIVERSITY",36,"Georgia"
"1071",19,"GA","GEORGIA INSTITUTE OF TECHNOLOGY",29,"Georgia"
"1072",19,"GA","GEORGIA STATE UNIVERSITY",26,"Georgia"
"1073",19,"HI","RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII",11,"Hawaii"
"1074",19,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",4,"Hawaii"
"1075",19,"HI","UNIVERSITY OF HAWAII",4,"Hawaii"
"1076",19,"HI","CALIFORNIA ASSOCIATION FOR RESEARCH IN ASTRONOMY",3,"Hawaii"
"1077",19,"HI","THE QUEEN'S MEDICAL CENTER",2,"Hawaii"
"1078",19,"IA","IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY",54,"Iowa"
"1079",19,"IA","THE UNIVERSITY OF IOWA",50,"Iowa"
"1080",19,"IA","IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION",10,"Iowa"
"1081",19,"IA","CAMBREX CHARLES CITY, INC",8,"Iowa"
"1082",19,"IA","KEMIN INDUSTRIES, INC",6,"Iowa"
"1083",19,"ID","BATTELLE ENERGY ALLIANCE, LLC",9,"Idaho"
"1084",19,"ID","UNIVERSITY OF IDAHO",5,"Idaho"
"1085",19,"ID","J.R. SIMPLOT COMPANY",3,"Idaho"
"1086",19,"ID","BOISE STATE UNIVERSITY",2,"Idaho"
"1087",19,"ID","ST. LUKE'S HEALTH SYSTEM, LTD",2,"Idaho"
"1088",19,"IL","NORTHWESTERN UNIVERSITY",154,"Illinois"
"1089",19,"IL","THE UNIVERSITY OF CHICAGO",117,"Illinois"
"1090",19,"IL","UNIVERSITY OF ILLINOIS",54,"Illinois"
"1091",19,"IL","ABBVIE INC",53,"Illinois"
"1092",19,"IL","UNIVERSITY OF ILLINOIS AT CHICAGO",53,"Illinois"
"1093",19,"IN","PURDUE UNIVERSITY",71,"Indiana"
"1094",19,"IN","INDIANA UNIVERSITY PURDUE UNIVERSITY INDIANAPOLIS",59,"Indiana"
"1095",19,"IN","INDIANA UNIVERSITY",28,"Indiana"
"1096",19,"IN","ELI LILLY AND COMPANY",18,"Indiana"
"1097",19,"IN","UNIVERSITY OF NOTRE DAME",10,"Indiana"
"1098",19,"KS","THE UNIVERSITY OF KANSAS",22,"Kansas"
"1099",19,"KS","KANSAS STATE UNIVERSITY",20,"Kansas"
"1100",19,"KS","THE UNIVERSITY OF KANSAS MEDICAL CENTER",17,"Kansas"
"1101",19,"KS","THE LAND INSTITUTE",5,"Kansas"
"1102",19,"KS","CENTRAL CARE, P.A",3,"Kansas"
"1103",19,"KY","UNIVERSITY OF KENTUCKY",39,"Kentucky"
"1104",19,"KY","UNIVERSITY OF LOUISVILLE",15,"Kentucky"
"1105",19,"KY","KING'S DAUGHTERS MEDICAL SPECIALTIES, INC",4,"Kentucky"
"1106",19,"KY","USWM, LLC",3,"Kentucky"
"1107",19,"KY","AMERICAN BOARD OF FAMILY MEDICINE, INC",1,"Kentucky"
"1108",19,"LA","LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS",8,"Louisiana"
"1109",19,"LA","LSU AGRICULTURAL CENTER",8,"Louisiana"
"1110",19,"LA","LSU HEALTH SCIENCES CENTER",8,"Louisiana"
"1111",19,"LA","ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND",7,"Louisiana"
"1112",19,"LA","LOUISIANA STATE UNIVERSITY AND A&M COLLEGE",7,"Louisiana"
"1113",19,"MA","HARVARD UNIVERSITY",174,"Massachusetts"
"1114",19,"MA","GENERAL HOSPITAL CORPORATION",172,"Massachusetts"
"1115",19,"MA","DANA-FARBER CANCER INSTITUTE",126,"Massachusetts"
"1116",19,"MA","MASSACHUSETTS INSTITUTE OF TECHNOLOGY",109,"Massachusetts"
"1117",19,"MA","BRIGHAM AND WOMEN'S HOSPITAL",108,"Massachusetts"
"1118",19,"MD","JOHNS HOPKINS UNIVERSITY",244,"Maryland"
"1119",19,"MD","NATIONAL INSTITUTES OF HEALTH, HHS",244,"Maryland"
"1120",19,"MD","HOWARD HUGHES MEDICAL INSTITUTE",123,"Maryland"
"1121",19,"MD","UNIVERSITY OF MARYLAND COLLEGE PARK",93,"Maryland"
"1122",19,"MD","UNIVERSITY OF MARYLAND BALTIMORE",74,"Maryland"
"1123",19,"ME","THE JACKSON LABORATORY",31,"Maine"
"1124",19,"ME","THE MOUNT DESERT ISLAND BIOLOGICAL LABORATORY",5,"Maine"
"1125",19,"ME","UNIVERSITY OF MAINE",4,"Maine"
"1126",19,"ME","COLBY COLLEGE",1,"Maine"
"1127",19,"ME","SENSOR RESEARCH AND DEVELOPMENT CORPORATION",1,"Maine"
"1128",19,"MI","UNIVERSITY OF MICHIGAN",236,"Michigan"
"1129",19,"MI","KELLY SERVICES, INC",54,"Michigan"
"1130",19,"MI","MICHIGAN STATE UNIVERSITY",51,"Michigan"
"1131",19,"MI","THE DOW CHEMICAL COMPANY",51,"Michigan"
"1132",19,"MI","WAYNE STATE UNIVERSITY",32,"Michigan"
"1133",19,"MN","MAYO CLINIC",221,"Minnesota"
"1134",19,"MN","UNIVERSITY OF MINNESOTA",132,"Minnesota"
"1135",19,"MN","RIVERVIEW, LLP",13,"Minnesota"
"1136",19,"MN","GENERAL MILLS INC",8,"Minnesota"
"1137",19,"MN","GROUP HEALTH PLAN, INC",6,"Minnesota"
"1138",19,"MO","WASHINGTON UNIVERSITY",156,"Missouri"
"1139",19,"MO","THE CURATORS OF THE UNIVERSITY OF MISSOURI",33,"Missouri"
"1140",19,"MO","MONSANTO COMPANY",31,"Missouri"
"1141",19,"MO","SAINT LOUIS UNIVERSITY",24,"Missouri"
"1142",19,"MO","STOWERS INSTITUTE FOR MEDICAL RESEARCH",16,"Missouri"
"1143",19,"MS","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER",17,"Mississippi"
